log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
ACCRE,results/attachments/n1/ACCRE/attachments.csv.gz,1945,16,0,0.0,12.0,,14,0.875,0.9948586118251928,1.5250448070368452,True,(1) < 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,1.5102837329380732,0.2223570098251723,0.0056,2500,0,refit_all_parameters
BPIC11,results/attachments/n1/BPIC11/attachments.csv.gz,150291,624,157,0.2516025641025641,1.0,,624,1.0,1.0,4.186193249920351,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.3588899251359376,0.043462774067644,0.0012,2500,0,refit_all_parameters
BPIC12,results/attachments/n1/BPIC12/attachments.csv.gz,262200,36,0,0.0,5897.0,,19,0.5277777777777778,0.8372234935163997,0.6089825481004595,True,(1) < 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,stretched_exponential,2.839781830334788,0.1247499849076511,0.3648,2500,0,refit_all_parameters
BPIC13_cp,results/attachments/n1/BPIC13_cp/attachments.csv.gz,6660,7,0,0.0,527.0,,5,0.7142857142857143,0.998048048048048,0.7647615353058097,True,(1) < 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,stretched_exponential,2.422907092542327,0.187676727871128,0.76756322761943,2491,9,refit_all_parameters
BPIC13_i,results/attachments/n1/BPIC13_i/attachments.csv.gz,65533,13,1,0.0769230769230769,4217.0,,5,0.3846153846153846,0.8824714266094944,0.8555638239868301,True,(1) < 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,2.368584677895826,0.1479997088785455,0.8568,2500,0,refit_all_parameters
BPIC14,results/attachments/n1/BPIC14/attachments.csv.gz,466737,39,0,0.0,941.0,,25,0.6410256410256411,0.9972875516618568,1.973363461724234,True,(1) < 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,1.5222358635602666,0.1673266950659535,0.0156,2500,0,refit_all_parameters
BPIC17,results/attachments/n1/BPIC17/attachments.csv.gz,1202267,26,0,0.0,20423.0,,17,0.6538461538461539,0.951006723132216,1.0110561978575954,True,(1) < 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,2.188597704510282,0.1641151811573383,0.0884,2500,0,refit_all_parameters
BPIC18,results/attachments/n1/BPIC18/attachments.csv.gz,2514266,41,0,0.0,5057.0,,24,0.5853658536585366,0.9944958091148668,1.9646243498807268,True,(1) < 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,1.475567568142355,0.1809524740555138,0.004,2500,0,refit_all_parameters
BPIC19,results/attachments/n1/BPIC19/attachments.csv.gz,1595923,42,0,0.0,3096.0,,17,0.4047619047619047,0.9898315896192986,2.00626283637852,True,(1) < 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,1.4194672393985444,0.164267294058568,0.0392,2500,0,refit_all_parameters
BPIC20_dd,results/attachments/n1/BPIC20_dd/attachments.csv.gz,56437,17,3,0.1764705882352941,59.0,,14,0.8235294117647058,0.9999468433828872,2.291014960496419,True,(1) < 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,1.3395540534308563,0.2090619091152084,0.0232,2500,0,refit_all_parameters
BPIC20_id,results/attachments/n1/BPIC20_id/attachments.csv.gz,72151,34,1,0.0294117647058823,31.0,,31,0.9117647058823528,0.9995842053471192,2.4170697051317336,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.3190142272885046,0.1851174257212731,0.0004,2500,0,refit_all_parameters
BPIC20_ptc,results/attachments/n1/BPIC20_ptc/attachments.csv.gz,18246,29,0,0.0,7.0,,29,1.0,1.0,2.512646285166119,True,(1) < 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.3145030621056053,0.1846209545151848,0.0008,2500,0,refit_all_parameters
BPIC20_rfp,results/attachments/n1/BPIC20_rfp/attachments.csv.gz,36796,19,3,0.1578947368421052,41.0,,16,0.8421052631578947,0.9999184693988477,2.2625089686512725,True,(1) < 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,1.392102301465171,0.194795528878872,0.0268,2500,0,refit_all_parameters
BPIC20_tpd,results/attachments/n1/BPIC20_tpd/attachments.csv.gz,86581,51,2,0.0392156862745098,17.0,,45,0.8823529411764706,0.9997574525588756,2.6488763794065333,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.3037436845403332,0.1683694859521571,0.0,2500,0,refit_all_parameters
CALL,results/attachments/n1/CALL/attachments.csv.gz,445567,19,0,0.0,8996.0,,13,0.6842105263157895,0.9610630948880864,1.14594178678109,True,(1) < 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,stretched_exponential,2.0621515971220488,0.1588252712949716,0.2608,2500,0,refit_all_parameters
