log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
ACCRE,14,lower_bounded_power_law,exponential,-3.2571155344445097,0.3291434198424677,exponential,inconclusive (exponential numerically favored)
ACCRE,14,lower_bounded_power_law,lognormal,-2.7964217712478168,0.1868441824634511,lognormal,inconclusive (lognormal numerically favored)
ACCRE,14,lower_bounded_power_law,stretched_exponential,-3.572885321201658,0.1558350675715901,stretched_exponential,inconclusive (stretched_exponential numerically favored)
ACCRE,14,lower_bounded_power_law,truncated_power_law,-3.7783064470840784,0.0059790261343322,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC11,624,lower_bounded_power_law,exponential,1358.1468911222569,7.397426769811863e-46,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC11,624,lower_bounded_power_law,lognormal,-12.443507405489443,0.000413258022997,lognormal,lognormal favored (distinguishable)
BPIC11,624,lower_bounded_power_law,stretched_exponential,-14.037052029044265,0.0002087416954496,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC11,624,lower_bounded_power_law,truncated_power_law,-21.190764726700376,7.509592947485544e-11,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC12,19,lower_bounded_power_law,exponential,0.4688133154744065,0.7388951246162982,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC12,19,lower_bounded_power_law,lognormal,-0.1348119885195622,0.7085903970136261,lognormal,inconclusive (lognormal numerically favored)
BPIC12,19,lower_bounded_power_law,stretched_exponential,-0.1868412168418309,0.7014467300922336,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC12,19,lower_bounded_power_law,truncated_power_law,-0.3070204067362851,0.4332704164237814,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC13_cp,5,lower_bounded_power_law,exponential,0.3595039442673577,0.751073739510375,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC13_cp,5,lower_bounded_power_law,lognormal,-0.0175983143840268,0.9083136584018358,lognormal,inconclusive (lognormal numerically favored)
BPIC13_cp,5,lower_bounded_power_law,stretched_exponential,-0.0288638882239666,0.9052259116517072,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC13_cp,5,lower_bounded_power_law,truncated_power_law,-0.0872602644324267,0.6761251272023688,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC13_i,5,lower_bounded_power_law,exponential,0.6937485403516206,0.5224895559362497,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC13_i,5,lower_bounded_power_law,lognormal,-0.0045148728252275,0.9457039803908932,lognormal,inconclusive (lognormal numerically favored)
BPIC13_i,5,lower_bounded_power_law,stretched_exponential,-0.0037227625238358,0.9825138557610994,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC13_i,5,lower_bounded_power_law,truncated_power_law,-0.0491355025383892,0.7539144445739251,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC14,25,lower_bounded_power_law,exponential,9.23021167258482,0.1096687930429392,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC14,25,lower_bounded_power_law,lognormal,-0.8250760488058795,0.4061915772165554,lognormal,inconclusive (lognormal numerically favored)
BPIC14,25,lower_bounded_power_law,stretched_exponential,-1.125046773426707,0.3898054980425451,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC14,25,lower_bounded_power_law,truncated_power_law,-2.025444354150572,0.0441480974672697,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC17,17,lower_bounded_power_law,exponential,2.744203883722168,0.1587422982264915,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC17,17,lower_bounded_power_law,lognormal,-0.060749293469783,0.780724175667773,lognormal,inconclusive (lognormal numerically favored)
BPIC17,17,lower_bounded_power_law,stretched_exponential,-0.0808687457240431,0.7939899839114845,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC17,17,lower_bounded_power_law,truncated_power_law,-0.2460920607762027,0.4829546322415854,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC18,24,lower_bounded_power_law,exponential,3.113772290335838,0.5704641750892436,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC18,24,lower_bounded_power_law,lognormal,-2.44500703535522,0.2067303623929791,lognormal,inconclusive (lognormal numerically favored)
BPIC18,24,lower_bounded_power_law,stretched_exponential,-2.9966561131251748,0.1619083441026131,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC18,24,lower_bounded_power_law,truncated_power_law,-3.508048472173366,0.0080780127152649,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC19,17,lower_bounded_power_law,exponential,1.958440779614252,0.7132533323224657,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC19,17,lower_bounded_power_law,lognormal,-1.6910913476631393,0.2933262457390357,lognormal,inconclusive (lognormal numerically favored)
BPIC19,17,lower_bounded_power_law,stretched_exponential,-2.3157184938006186,0.2686654961637554,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC19,17,lower_bounded_power_law,truncated_power_law,-3.080339474177464,0.0130621061469282,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_dd,14,lower_bounded_power_law,exponential,2.701590544826489,0.6625043531261097,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC20_dd,14,lower_bounded_power_law,lognormal,-1.543160918857132,0.3527148527294023,lognormal,inconclusive (lognormal numerically favored)
BPIC20_dd,14,lower_bounded_power_law,stretched_exponential,-2.2415757143695565,0.3210079855998772,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC20_dd,14,lower_bounded_power_law,truncated_power_law,-3.138145681010749,0.0122363915866627,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_id,31,lower_bounded_power_law,exponential,1.3650283413504098,0.8680131777927536,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC20_id,31,lower_bounded_power_law,lognormal,-5.757448275668835,0.0466769771767518,lognormal,lognormal favored (distinguishable)
BPIC20_id,31,lower_bounded_power_law,stretched_exponential,-7.360506563359853,0.037126486743625,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC20_id,31,lower_bounded_power_law,truncated_power_law,-8.803542404126558,2.7157472098582325e-05,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_ptc,29,lower_bounded_power_law,exponential,6.506968106237158,0.4403935631039765,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC20_ptc,29,lower_bounded_power_law,lognormal,-4.4350830265117,0.0651076030462918,lognormal,lognormal favored (distinguishable)
BPIC20_ptc,29,lower_bounded_power_law,stretched_exponential,-5.598228581763101,0.0599219003414782,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC20_ptc,29,lower_bounded_power_law,truncated_power_law,-7.024418146438928,0.000178124019737,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_rfp,16,lower_bounded_power_law,exponential,8.557280908332517,0.2388655460384415,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC20_rfp,16,lower_bounded_power_law,lognormal,-0.4551103555320752,0.6216288517654244,lognormal,inconclusive (lognormal numerically favored)
BPIC20_rfp,16,lower_bounded_power_law,stretched_exponential,-0.785081083723763,0.6006881511031432,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC20_rfp,16,lower_bounded_power_law,truncated_power_law,-1.924071459267572,0.0498011029298428,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_tpd,45,lower_bounded_power_law,exponential,11.978800368332603,0.2732418681291567,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC20_tpd,45,lower_bounded_power_law,lognormal,-7.147609848874331,0.028488495474859,lognormal,lognormal favored (distinguishable)
BPIC20_tpd,45,lower_bounded_power_law,stretched_exponential,-9.000841906196602,0.0187240642557707,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC20_tpd,45,lower_bounded_power_law,truncated_power_law,-11.01916458523111,2.672597611885763e-06,truncated_power_law,truncated_power_law favored (distinguishable)
CALL,13,lower_bounded_power_law,exponential,1.2716517752943144,0.5916498808672848,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
CALL,13,lower_bounded_power_law,lognormal,-0.1915841533072733,0.7101992828607018,lognormal,inconclusive (lognormal numerically favored)
CALL,13,lower_bounded_power_law,stretched_exponential,-0.2609706086097709,0.6932018085603563,stretched_exponential,inconclusive (stretched_exponential numerically favored)
CALL,13,lower_bounded_power_law,truncated_power_law,-0.4185035221629398,0.3602541629428077,truncated_power_law,inconclusive (truncated_power_law numerically favored)
ITHD,14,lower_bounded_power_law,exponential,18.500342727427014,0.0700838121067196,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
ITHD,14,lower_bounded_power_law,lognormal,-1.6491918537432877,0.2633715864657016,lognormal,inconclusive (lognormal numerically favored)
ITHD,14,lower_bounded_power_law,stretched_exponential,-2.139136374148709,0.2520620959901498,stretched_exponential,inconclusive (stretched_exponential numerically favored)
ITHD,14,lower_bounded_power_law,truncated_power_law,-3.332307156084379,0.0098345937166719,truncated_power_law,truncated_power_law favored (distinguishable)
MOBIS,24,lower_bounded_power_law,exponential,-12.464249994032276,0.0003342883904055,exponential,exponential favored (distinguishable)
MOBIS,24,lower_bounded_power_law,lognormal,-10.274972879605842,0.0220748290804352,lognormal,lognormal favored (distinguishable)
MOBIS,24,lower_bounded_power_law,stretched_exponential,-14.445746448493368,0.0150649756323377,stretched_exponential,stretched_exponential favored (distinguishable)
MOBIS,24,lower_bounded_power_law,truncated_power_law,-12.464219979221342,5.949819463779704e-07,truncated_power_law,truncated_power_law favored (distinguishable)
RTFMP,11,lower_bounded_power_law,exponential,1.254241976255333,0.8422289508851063,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
RTFMP,11,lower_bounded_power_law,lognormal,-1.2888308336748882,0.4248457708666165,lognormal,inconclusive (lognormal numerically favored)
RTFMP,11,lower_bounded_power_law,stretched_exponential,-2.065476392542635,0.4024894557880351,stretched_exponential,inconclusive (stretched_exponential numerically favored)
RTFMP,11,lower_bounded_power_law,truncated_power_law,-3.019908802112889,0.0139867292082084,truncated_power_law,truncated_power_law favored (distinguishable)
SEPSIS,10,lower_bounded_power_law,exponential,0.2804897956765977,0.7786196907601515,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
SEPSIS,10,lower_bounded_power_law,lognormal,-0.1348349831376953,0.6871332052063595,lognormal,inconclusive (lognormal numerically favored)
SEPSIS,10,lower_bounded_power_law,stretched_exponential,-0.1615109548835809,0.6724032667914739,stretched_exponential,inconclusive (stretched_exponential numerically favored)
SEPSIS,10,lower_bounded_power_law,truncated_power_law,-0.211628067985738,0.5153167512711108,truncated_power_law,inconclusive (truncated_power_law numerically favored)
