log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind
MOBIS,384,,1.5154707982853286,0.3263636545405495,24,0.9230769230769231,0.998378495243586,1.2451655253526517,0.0,2500,0,False,True,refit_all_parameters
