log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind,doubly_bounded_exclude_head_variants,selected,actual_excluded_variants
BPIC13_cp,2,12.0,2.1154717392789877,0.0221243783989451,66,0.2018348623853211,0.15803631472763954,0.7781512503836436,0.952,2500,0,False,True,refit_all_parameters,10,True,10
