log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind,doubly_bounded_exclude_head_variants,selected,actual_excluded_variants
BPIC20_id,2,361.0,1.760779820590697,0.023575359016620778,291,0.38645418326693226,0.6196309505349666,2.256477206241677,0.4316,2500,0,False,True,refit_all_parameters,2,True,2
