log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind,doubly_bounded_exclude_head_variants,selected,actual_excluded_variants
SEPSIS,2,22.0,2.6631427300761112,0.022720509859076365,60,0.07092198581560284,0.19714285714285715,1.0413926851582251,0.946,2500,0,False,True,refit_all_parameters,2,True,2
