log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind,doubly_bounded_exclude_head_variants,selected,actual_excluded_variants
ITHD,2,109.0,1.6539894269455093,0.0434348352958005,86,0.3805309734513274,0.20131004366812227,1.7363965022766426,0.2292,2500,0,False,True,refit_all_parameters,5,True,5
