log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind,doubly_bounded_exclude_head_variants,selected,actual_excluded_variants
BPIC14,4,1773.0,1.8734627120962717,0.04934606080966564,753,0.03235647988999656,0.48206624334992276,2.646648744272955,0.0,2500,0,False,True,refit_all_parameters,0,True,0
