log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind,doubly_bounded_exclude_head_variants,selected,actual_excluded_variants
CALL,4,13634.0,1.448736075700815,0.019561840807759856,562,0.33254437869822484,0.6217241815484746,3.532563298334475,0.472,2500,0,False,True,refit_all_parameters,5,True,5
