log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind,doubly_bounded_exclude_head_variants,selected,actual_excluded_variants
BPIC15_3,2,10.0,2.1273122437716507,0.08999671246724694,14,0.010378057820607857,0.0347764371894961,0.6989700043360189,0.671875,2496,4,False,True,refit_all_parameters,2,True,2
