log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind,doubly_bounded_exclude_head_variants,selected,actual_excluded_variants
BPIC20_ptc,1,28.0,1.842057929692755,0.011197850274996757,192,0.9504950495049505,0.2625059552167699,1.4471580313422192,0.9764,2500,0,False,True,refit_all_parameters,10,True,10
