log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
ACCRE,results/attachments/n2/ACCRE/attachments.csv.gz,2343,98,28,0.2857142857142857,3.0,,62,0.6326530612244898,0.9812206572769951,2.1094660499520925,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,stretched_exponential,1.6467065064686452,0.0763588190507887,0.2216,2500,0,refit_all_parameters
BPIC11,results/attachments/n2/BPIC11/attachments.csv.gz,151434,4295,1935,0.4505238649592549,1.0,,4295,1.0,1.0,3.9330314951024055,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.5932898419121373,0.0174668436187853,0.0,2500,0,refit_all_parameters
BPIC12,results/attachments/n2/BPIC12/attachments.csv.gz,275287,202,28,0.1386138613861386,1939.0,,43,0.2128712871287128,0.8488886144278517,0.9528216566599356,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,stretched_exponential,2.279056987626702,0.0998166521825687,0.1324,2500,0,refit_all_parameters
BPIC13_cp,results/attachments/n2/BPIC13_cp/attachments.csv.gz,8147,34,4,0.1176470588235294,262.0,,10,0.2941176470588235,0.8987357309439057,0.7540096772022087,True,(1) < 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,stretched_exponential,2.1838802355241915,0.1644809535715066,0.3364,2500,0,refit_all_parameters
BPIC13_i,results/attachments/n2/BPIC13_i/attachments.csv.gz,73087,98,8,0.0816326530612244,2.0,,90,0.9183673469387756,0.999890541409553,3.728353782021229,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.2830023189815698,0.1248823058444119,0.0,2499,1,refit_all_parameters
BPIC14,results/attachments/n2/BPIC14/attachments.csv.gz,513353,861,120,0.1393728222996515,299.0,,161,0.1869918699186991,0.9462747855763968,2.1465531995416143,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,stretched_exponential,1.715847782169313,0.0500570766742907,0.1936,2500,0,refit_all_parameters
BPIC17,results/attachments/n2/BPIC17/attachments.csv.gz,1233776,191,15,0.0785340314136125,22264.0,,19,0.0994764397905759,0.6956538301928389,0.7153170704066768,True,(1) < 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,2.874475217100209,0.1112297734387296,0.3604,2500,0,refit_all_parameters
BPIC18,results/attachments/n2/BPIC18/attachments.csv.gz,2558075,619,84,0.135702746365105,2.0,,535,0.864297253634895,0.9999671628079708,5.182226284153291,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.2522697201815536,0.0741829107705284,0.0,2477,23,refit_all_parameters
BPIC19,results/attachments/n2/BPIC19/attachments.csv.gz,1847657,538,75,0.1394052044609665,433.0,,116,0.2156133828996282,0.9883170956514116,2.664253197409618,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,stretched_exponential,1.534299736698313,0.0498616234731339,0.3932,2500,0,refit_all_parameters
BPIC20_dd,results/attachments/n2/BPIC20_dd/attachments.csv.gz,66937,47,11,0.2340425531914893,30.0,,28,0.5957446808510638,0.9989691799752004,2.5384480517102173,True,(1) < 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,1.3520568105691884,0.167543205908741,0.002,2500,0,refit_all_parameters
BPIC20_id,results/attachments/n2/BPIC20_id/attachments.csv.gz,78600,210,29,0.1380952380952381,3.0,,161,0.7666666666666667,0.99912213740458,3.311683238324986,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.3460042239203576,0.0912576433047621,0.0,2500,0,refit_all_parameters
BPIC20_ptc,results/attachments/n2/BPIC20_ptc/attachments.csv.gz,20345,175,47,0.2685714285714285,1.0,,175,1.0,1.0,3.294466226161593,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.3810502009746486,0.0725225550741499,0.0028,2500,0,refit_all_parameters
BPIC20_rfp,results/attachments/n2/BPIC20_rfp/attachments.csv.gz,43682,56,13,0.2321428571428571,19.0,,32,0.5714285714285714,0.9983975092715536,2.5546485282790297,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,1.3813905572856906,0.1615429931928542,0.0012,2500,0,refit_all_parameters
BPIC20_tpd,results/attachments/n2/BPIC20_tpd/attachments.csv.gz,93646,568,175,0.3080985915492957,3.0,,342,0.602112676056338,0.9970420519829998,3.368844506825821,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.4400930091147042,0.042901967263112,0.0304,2500,0,refit_all_parameters
CALL,results/attachments/n2/CALL/attachments.csv.gz,706456,247,19,0.0769230769230769,16979.0,,15,0.0607287449392712,0.6756584981938012,0.7946187105124408,True,(1) < 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,3.079608459339137,0.0607263401828315,0.9936,2500,0,refit_all_parameters
ITHD,results/attachments/n2/ITHD/attachments.csv.gz,25928,69,20,0.2898550724637681,1.0,,69,1.0,1.0,3.6587743208443566,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,1.3357787943523136,0.0885911472986537,0.06,2500,0,refit_all_parameters
MOBIS,results/attachments/n2/MOBIS/attachments.csv.gz,89811,168,26,0.1547619047619047,54.0,,77,0.4583333333333333,0.992161316542517,1.9437509205332375,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.480581424097989,0.1172606102220153,0.0008,2500,0,refit_all_parameters
RTFMP,results/attachments/n2/RTFMP/attachments.csv.gz,711840,78,4,0.0512820512820512,2.0,,74,0.9487179487179488,0.9999943807597212,4.876131204062066,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.224321566046925,0.0935620593504976,0.0309361189232623,2489,11,refit_all_parameters
SEPSIS,results/attachments/n2/SEPSIS/attachments.csv.gz,16264,135,17,0.1259259259259259,10.0,,95,0.7037037037037037,0.9928676832267584,2.249931756634195,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.540726406956081,0.1019241233834039,0.0028,2500,0,refit_all_parameters
