log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
ACCRE,62,lower_bounded_power_law,exponential,38.912610379038114,0.0001720594356633,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
ACCRE,62,lower_bounded_power_law,lognormal,-0.6856396853078213,0.4002474465721306,lognormal,inconclusive (lognormal numerically favored)
ACCRE,62,lower_bounded_power_law,stretched_exponential,-0.8220496616281361,0.3818168089456759,stretched_exponential,inconclusive (stretched_exponential numerically favored)
ACCRE,62,lower_bounded_power_law,truncated_power_law,-1.576480627001536,0.0757893076121014,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC11,4295,lower_bounded_power_law,exponential,7711.410558831361,2.6495100265183827e-78,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC11,4295,lower_bounded_power_law,lognormal,-14.954887771845398,6.007713821271919e-11,lognormal,lognormal favored (distinguishable)
BPIC11,4295,lower_bounded_power_law,stretched_exponential,-11.475513125271448,0.0097146493393979,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC11,4295,lower_bounded_power_law,truncated_power_law,-17.349507668133526,3.848261820316168e-09,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC12,43,lower_bounded_power_law,exponential,2.323393378881516,0.4257322732429123,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC12,43,lower_bounded_power_law,lognormal,-0.7572118043184792,0.3747540486701519,lognormal,inconclusive (lognormal numerically favored)
BPIC12,43,lower_bounded_power_law,stretched_exponential,-0.9044926621055218,0.3528704948453053,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC12,43,lower_bounded_power_law,truncated_power_law,-1.190450266497261,0.1228267243167398,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC13_cp,10,lower_bounded_power_law,exponential,-0.8808821079736457,0.5163302352731456,exponential,inconclusive (exponential numerically favored)
BPIC13_cp,10,lower_bounded_power_law,lognormal,-0.7011130850610732,0.4522680491143095,lognormal,inconclusive (lognormal numerically favored)
BPIC13_cp,10,lower_bounded_power_law,stretched_exponential,-0.9049749134252734,0.4343254284747905,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC13_cp,10,lower_bounded_power_law,truncated_power_law,-0.9494706342096172,0.1681968726629679,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC13_i,90,lower_bounded_power_law,exponential,132.14330172629911,6.467170246746093e-10,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC13_i,90,lower_bounded_power_law,lognormal,-6.7267982788599925,0.0186393149800256,lognormal,lognormal favored (distinguishable)
BPIC13_i,90,lower_bounded_power_law,stretched_exponential,-7.795462501579182,0.0119592802954815,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC13_i,90,lower_bounded_power_law,truncated_power_law,-10.162919960073308,6.5312561610131326e-06,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC14,161,lower_bounded_power_law,exponential,76.94443340073654,2.006037149832649e-07,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC14,161,lower_bounded_power_law,lognormal,-1.717681210914327,0.1804666490445544,lognormal,inconclusive (lognormal numerically favored)
BPIC14,161,lower_bounded_power_law,stretched_exponential,-2.0723400449465945,0.1653690070138519,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC14,161,lower_bounded_power_law,truncated_power_law,-4.076865372043856,0.00429726653917,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC17,19,lower_bounded_power_law,exponential,2.345295640341764,0.095471097429305,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC17,19,lower_bounded_power_law,lognormal,0.0002064726459902,0.9089889031893787,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
