log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
BPIC17,19,lower_bounded_power_law,stretched_exponential,0.0715726087944457,0.7435703864045023,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC17,19,lower_bounded_power_law,truncated_power_law,-0.0338853664566354,0.7946106793198949,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC18,535,lower_bounded_power_law,exponential,1443.8570083065372,3.9769512330121035e-44,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC18,535,lower_bounded_power_law,lognormal,-29.05137417747205,5.524681133406128e-07,lognormal,lognormal favored (distinguishable)
BPIC18,535,lower_bounded_power_law,stretched_exponential,-32.8043568256022,1.6345000437292898e-07,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC18,535,lower_bounded_power_law,truncated_power_law,-40.4147420780166,0.0,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC19,116,lower_bounded_power_law,exponential,123.91623940202084,6.73700320630933e-14,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC19,116,lower_bounded_power_law,lognormal,-0.7896195000862178,0.3457753964155845,lognormal,inconclusive (lognormal numerically favored)
BPIC19,116,lower_bounded_power_law,stretched_exponential,-0.9436478876119015,0.3927763393530931,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC19,116,lower_bounded_power_law,truncated_power_law,-2.825104675657781,0.0174532883782756,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_dd,28,lower_bounded_power_law,exponential,13.91981644341974,0.0883564480444931,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC20_dd,28,lower_bounded_power_law,lognormal,-2.527044802186208,0.1634812977019283,lognormal,inconclusive (lognormal numerically favored)
BPIC20_dd,28,lower_bounded_power_law,stretched_exponential,-3.17631860408708,0.1444075117563898,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC20_dd,28,lower_bounded_power_law,truncated_power_law,-4.328322349066383,0.0032587080296281,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_id,161,lower_bounded_power_law,exponential,210.19226602956405,3.2395665829796197e-15,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC20_id,161,lower_bounded_power_law,lognormal,-8.100484193653623,0.0094216326193537,lognormal,lognormal favored (distinguishable)
BPIC20_id,161,lower_bounded_power_law,stretched_exponential,-9.351685781887916,0.0056468513641709,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC20_id,161,lower_bounded_power_law,truncated_power_law,-12.425198401177516,6.195629090877119e-07,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_ptc,175,lower_bounded_power_law,exponential,291.07139090025623,5.365609644086267e-21,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC20_ptc,175,lower_bounded_power_law,lognormal,-4.949519538115837,0.0246833339340703,lognormal,lognormal favored (distinguishable)
BPIC20_ptc,175,lower_bounded_power_law,stretched_exponential,-5.433961245222647,0.0169255280700479,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC20_ptc,175,lower_bounded_power_law,truncated_power_law,-7.305285315671444,0.0001321710813227,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_rfp,32,lower_bounded_power_law,exponential,22.40201963410277,0.0112825397733569,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC20_rfp,32,lower_bounded_power_law,lognormal,-1.6544432823064494,0.2311143850091388,lognormal,inconclusive (lognormal numerically favored)
BPIC20_rfp,32,lower_bounded_power_law,stretched_exponential,-2.1132312226672183,0.2191753608042473,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC20_rfp,32,lower_bounded_power_law,truncated_power_law,-3.410630569501014,0.0090078935562881,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_tpd,342,lower_bounded_power_law,exponential,539.6239404056319,9.280713013789742e-29,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC20_tpd,342,lower_bounded_power_law,lognormal,-5.565186689054969,0.0217756581698297,lognormal,lognormal favored (distinguishable)
BPIC20_tpd,342,lower_bounded_power_law,stretched_exponential,-6.161503854845964,0.0160260209573383,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC20_tpd,342,lower_bounded_power_law,truncated_power_law,-9.433520823273154,1.4015335323747102e-05,truncated_power_law,truncated_power_law favored (distinguishable)
CALL,15,lower_bounded_power_law,exponential,1.7544048789385958,0.2740167973365374,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
CALL,15,lower_bounded_power_law,lognormal,0.0001484067948691,0.9630075403199512,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
CALL,15,lower_bounded_power_law,stretched_exponential,0.0613229759219748,0.8017530274916613,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
CALL,15,lower_bounded_power_law,truncated_power_law,-0.0107130544543334,0.883624099147697,truncated_power_law,inconclusive (truncated_power_law numerically favored)
ITHD,69,lower_bounded_power_law,exponential,163.41440880773231,4.0346368469659486e-16,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
ITHD,69,lower_bounded_power_law,lognormal,-1.001521364880917,0.2120619061092847,lognormal,inconclusive (lognormal numerically favored)
ITHD,69,lower_bounded_power_law,stretched_exponential,-1.2171848624997716,0.2116138579144314,stretched_exponential,inconclusive (stretched_exponential numerically favored)
ITHD,69,lower_bounded_power_law,truncated_power_law,-2.58784520899407,0.022905067360866,truncated_power_law,truncated_power_law favored (distinguishable)
MOBIS,77,lower_bounded_power_law,exponential,16.41734879069034,0.0895917521365235,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
MOBIS,77,lower_bounded_power_law,lognormal,-6.057806411835427,0.0277115789945144,lognormal,lognormal favored (distinguishable)
MOBIS,77,lower_bounded_power_law,stretched_exponential,-7.493247210463483,0.0202636126160576,stretched_exponential,stretched_exponential favored (distinguishable)
MOBIS,77,lower_bounded_power_law,truncated_power_law,-9.62825921486596,1.1427952924969452e-05,truncated_power_law,truncated_power_law favored (distinguishable)
RTFMP,74,lower_bounded_power_law,exponential,206.3411857123573,3.650028515836444e-16,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
RTFMP,74,lower_bounded_power_law,lognormal,-4.276132284119665,0.0517794888554799,lognormal,lognormal favored (distinguishable)
RTFMP,74,lower_bounded_power_law,stretched_exponential,-4.935955872719728,0.0395248694351244,stretched_exponential,stretched_exponential favored (distinguishable)
RTFMP,74,lower_bounded_power_law,truncated_power_law,-7.280003833819409,0.000135765619359,truncated_power_law,truncated_power_law favored (distinguishable)
SEPSIS,95,lower_bounded_power_law,exponential,34.489835106444446,0.0055140194316648,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
SEPSIS,95,lower_bounded_power_law,lognormal,-4.743061453521626,0.0474112310779002,lognormal,lognormal favored (distinguishable)
SEPSIS,95,lower_bounded_power_law,stretched_exponential,-5.616265007755328,0.0369474812982388,stretched_exponential,stretched_exponential favored (distinguishable)
SEPSIS,95,lower_bounded_power_law,truncated_power_law,-7.163683222855084,0.0001536154105189,truncated_power_law,truncated_power_law favored (distinguishable)
