log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
ACCRE,results/attachments/n9/ACCRE/attachments.csv.gz,481,117,79,0.6752136752136753,1.0,,117,1.0,1.0,2.167317334748176,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,2.079823909428409,0.0406805957320248,0.232,2500,0,refit_all_parameters
BPIC11,results/attachments/n9/BPIC11/attachments.csv.gz,144204,79331,67499,0.8508527561735009,2.0,,11832,0.1491472438264991,0.5319200576960417,2.6967930850817443,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,2.2631186652696966,0.0166536731875229,0.0,2500,0,refit_all_parameters
BPIC12,results/attachments/n9/BPIC12/attachments.csv.gz,199268,3162,877,0.2773561037318153,5.0,,1568,0.4958886780518659,0.9860288656482726,3.138933940256924,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.5469943158862374,0.0578927736021145,0.0,2500,0,refit_all_parameters
BPIC13_cp,results/attachments/n9/BPIC13_cp/attachments.csv.gz,2201,941,805,0.8554729011689692,3.0,,57,0.0605738575982996,0.5624716038164471,2.2086204838826013,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.976369166629162,0.0780854660779176,0.174,2500,0,refit_all_parameters
BPIC13_i,results/attachments/n9/BPIC13_i/attachments.csv.gz,31518,10755,7691,0.7151092515109252,2.0,,3064,0.2848907484890748,0.7559807094358779,2.9417598138146954,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,2.130418500250542,0.0075173871556897,0.544,2500,0,refit_all_parameters
BPIC14,results/attachments/n9/BPIC14/attachments.csv.gz,236810,195953,183003,0.9339127239695232,3.0,,4277,0.0218266625160114,0.1539673155694438,2.7715874808812555,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,2.847194223504041,0.0590406125880554,0.0,2500,0,refit_all_parameters
BPIC17,results/attachments/n9/BPIC17/attachments.csv.gz,1013213,9988,4213,0.421806167400881,1.0,,9988,1.0,1.0,4.399119686027934,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.5232741559913272,0.0257655757626755,0.0,2500,0,refit_all_parameters
BPIC18,results/attachments/n9/BPIC18/attachments.csv.gz,2251412,232954,149783,0.6429724323256952,6.0,,25387,0.1089785966328116,0.8624276676148124,4.203146253190901,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) PL preferred,lognormal,1.9454121249604843,0.0038783635154691,0.1764,2500,0,refit_all_parameters
BPIC19,results/attachments/n9/BPIC19/attachments.csv.gz,539288,48743,35686,0.7321256385532282,20.0,,1122,0.0230186898631598,0.8415855720876415,3.471350395537361,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.7787744623711954,0.0163115658639814,0.3832,2500,0,refit_all_parameters
BPIC20_dd,results/attachments/n9/BPIC20_dd/attachments.csv.gz,12397,249,125,0.5020080321285141,1.0,,249,1.0,1.0,3.6644539285811577,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.619353812303029,0.0545755643047234,0.0092,2500,0,refit_all_parameters
BPIC20_id,results/attachments/n9/BPIC20_id/attachments.csv.gz,33671,2896,1513,0.5224447513812155,1.0,,2896,1.0,1.0,3.1696744340588068,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.7584662111787162,0.0140979582319373,0.0224,2500,0,refit_all_parameters
BPIC20_ptc,results/attachments/n9/BPIC20_ptc/attachments.csv.gz,6237,733,427,0.582537517053206,1.0,,733,1.0,1.0,2.7634279935629373,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,lognormal,1.8690644571761164,0.0230430374219858,0.0764,2500,0,refit_all_parameters
BPIC20_rfp,results/attachments/n9/BPIC20_rfp/attachments.csv.gz,8014,199,94,0.4723618090452261,1.0,,199,1.0,1.0,3.4787107555127594,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.5962426361453483,0.0534835968233692,0.0456,2500,0,refit_all_parameters
BPIC20_tpd,results/attachments/n9/BPIC20_tpd/attachments.csv.gz,44949,9202,6491,0.7053901325798739,2.0,,2711,0.294609867420126,0.8555918930343278,2.715167357848458,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.9215478128363677,0.0203284059081264,0.0008,2500,0,refit_all_parameters
CALL,results/attachments/n9/CALL/attachments.csv.gz,260913,1713,815,0.4757734967892586,3.0,,672,0.3922942206654991,0.9951439751947968,3.923140356025201,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,lognormal,1.4856767519757763,0.0289722926993376,0.0668,2500,0,refit_all_parameters
ITHD,results/attachments/n9/ITHD/attachments.csv.gz,4844,366,239,0.6530054644808743,2.0,,127,0.3469945355191257,0.9506606110652354,3.0729847446279304,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.7875888664641055,0.0517924423623114,0.158,2500,0,refit_all_parameters
MOBIS,results/attachments/n9/MOBIS/attachments.csv.gz,47671,1704,717,0.4207746478873239,1.0,,1704,1.0,1.0,3.2755416884013098,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.5277274493205213,0.0453250511935953,0.0,2500,0,refit_all_parameters
RTFMP,results/attachments/n9/RTFMP/attachments.csv.gz,152399,408,177,0.4338235294117647,1.0,,408,1.0,1.0,4.751910066471252,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.5745501509341668,0.0143810083088451,0.9368,2500,0,refit_all_parameters
SEPSIS,results/attachments/n9/SEPSIS/attachments.csv.gz,9211,5893,4743,0.8048532156796199,2.0,,1150,0.1951467843203801,0.4850721962870481,1.57978359661681,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,2.625129214649413,0.0077772776469388,0.7748,2500,0,refit_all_parameters
