log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind
BPIC15_1,2,,2.346694171237478,0.0057826295540689965,3821,0.12941136625347152,0.4296396556314902,1.863322860120456,0.6256,2500,0,False,True,refit_all_parameters
