log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind
BPIC13_i,2,,2.130418500250542,0.007517387155689725,3064,0.28489074848907486,0.7559807094358779,2.9417598138146954,0.544,2500,0,False,True,refit_all_parameters
