log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind
ACCRE,1,,2.079823909428409,0.0406805957320248,117,1.0,1.0,2.167317334748176,0.232,2500,0,False,True,refit_all_parameters
BPIC11,2,,2.2631186652696966,0.0166536731875229,11832,0.1491472438264991,0.5319200576960417,2.6967930850817443,0.0,2500,0,False,True,refit_all_parameters
BPIC12,5,,1.5469943158862374,0.0578927736021145,1568,0.4958886780518659,0.9860288656482726,3.138933940256924,0.0,2500,0,False,True,refit_all_parameters
BPIC13_cp,3,,1.976369166629162,0.0780854660779176,57,0.0605738575982996,0.5624716038164471,2.2086204838826013,0.174,2500,0,False,True,refit_all_parameters
BPIC13_i,2,,2.130418500250542,0.0075173871556897,3064,0.2848907484890748,0.7559807094358779,2.9417598138146954,0.544,2500,0,False,True,refit_all_parameters
BPIC14,3,,2.847194223504041,0.0590406125880554,4277,0.0218266625160114,0.1539673155694438,2.7715874808812555,0.0,2500,0,False,True,refit_all_parameters
BPIC17,1,,1.5232741559913272,0.0257655757626755,9988,1.0,1.0,4.399119686027934,0.0,2500,0,False,True,refit_all_parameters
BPIC18,6,,1.9454121249604843,0.0038783635154691,25387,0.1089785966328116,0.8624276676148124,4.203146253190901,0.1764,2500,0,False,True,refit_all_parameters
BPIC19,20,,1.7787744623711954,0.0163115658639814,1122,0.0230186898631598,0.8415855720876415,3.471350395537361,0.3832,2500,0,False,True,refit_all_parameters
BPIC20_dd,1,,1.619353812303029,0.0545755643047234,249,1.0,1.0,3.6644539285811577,0.0092,2500,0,False,True,refit_all_parameters
BPIC20_id,1,,1.7584662111787162,0.0140979582319373,2896,1.0,1.0,3.1696744340588068,0.0224,2500,0,False,True,refit_all_parameters
BPIC20_ptc,1,,1.8690644571761164,0.0230430374219858,733,1.0,1.0,2.7634279935629373,0.0764,2500,0,False,True,refit_all_parameters
BPIC20_rfp,1,,1.5962426361453483,0.0534835968233692,199,1.0,1.0,3.4787107555127594,0.0456,2500,0,False,True,refit_all_parameters
BPIC20_tpd,2,,1.9215478128363677,0.0203284059081264,2711,0.294609867420126,0.8555918930343278,2.715167357848458,0.0008,2500,0,False,True,refit_all_parameters
CALL,3,,1.4856767519757763,0.0289722926993376,672,0.3922942206654991,0.9951439751947968,3.923140356025201,0.0668,2500,0,False,True,refit_all_parameters
ITHD,2,,1.7875888664641055,0.0517924423623114,127,0.3469945355191257,0.9506606110652354,3.0729847446279304,0.158,2500,0,False,True,refit_all_parameters
MOBIS,1,,1.5277274493205213,0.0453250511935953,1704,1.0,1.0,3.2755416884013098,0.0,2500,0,False,True,refit_all_parameters
RTFMP,1,,1.5745501509341668,0.0143810083088451,408,1.0,1.0,4.751910066471252,0.9368,2500,0,False,True,refit_all_parameters
SEPSIS,2,,2.625129214649413,0.0077772776469388,1150,0.1951467843203801,0.4850721962870481,1.57978359661681,0.7748,2500,0,False,True,refit_all_parameters
