log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
ACCRE,117,lower_bounded_power_law,exponential,90.71710705665676,0.0054732080815298,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
ACCRE,117,lower_bounded_power_law,lognormal,-0.7638552488783701,0.2671584098340209,lognormal,inconclusive (lognormal numerically favored)
ACCRE,117,lower_bounded_power_law,stretched_exponential,0.0855861556689736,0.8652899724946748,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
ACCRE,117,lower_bounded_power_law,truncated_power_law,-0.0072491434519513,0.9041592951175752,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC11,11832,lower_bounded_power_law,exponential,6643.715580306765,8.77104923080681e-41,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC11,11832,lower_bounded_power_law,lognormal,-8.27677003370151,6.450758700751012e-06,lognormal,lognormal favored (distinguishable)
BPIC11,11832,lower_bounded_power_law,stretched_exponential,55.906490231991,2.0173013055357278e-08,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC11,11832,lower_bounded_power_law,truncated_power_law,-0.41846833157968,0.3602743589246305,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC12,1568,lower_bounded_power_law,exponential,1338.5346579526138,9.845511812210955e-36,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC12,1568,lower_bounded_power_law,lognormal,-37.5203351684696,2.1391867871035566e-08,lognormal,lognormal favored (distinguishable)
BPIC12,1568,lower_bounded_power_law,stretched_exponential,-41.29654472247511,5.314590826590957e-09,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC12,1568,lower_bounded_power_law,truncated_power_law,-48.8496653767698,0.0,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC13_cp,57,lower_bounded_power_law,exponential,55.11402293580217,0.0014704186494767,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC13_cp,57,lower_bounded_power_law,lognormal,-6.243296820241182,0.3191212733117157,lognormal,inconclusive (lognormal numerically favored)
BPIC13_cp,57,lower_bounded_power_law,stretched_exponential,0.7523725394434293,0.2172139789880631,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
