log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
BPIC15_2,3472,lower_bounded_power_law,exponential,652.9875891350574,4.0243504493571607e-19,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC15_2,3472,lower_bounded_power_law,lognormal,-6.306453208824157,0.026800419451260535,lognormal,lognormal favored (distinguishable)
BPIC15_2,3472,lower_bounded_power_law,stretched_exponential,-5.040023802555423,0.2708878491053097,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC15_2,3472,lower_bounded_power_law,truncated_power_law,-6.852297626525589,0.0002139303953051508,truncated_power_law,truncated_power_law favored (distinguishable)
