log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
MOBIS,401,lower_bounded_power_law,exponential,273.92450974448997,2.211409906400744e-09,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
MOBIS,401,lower_bounded_power_law,lognormal,-1.5965696613551494,0.18881232794830027,lognormal,inconclusive (lognormal numerically favored)
MOBIS,401,lower_bounded_power_law,stretched_exponential,-1.5593026836224322,0.3991735529875232,stretched_exponential,inconclusive (stretched_exponential numerically favored)
MOBIS,401,lower_bounded_power_law,truncated_power_law,-2.693840470267822,0.020279404910014676,truncated_power_law,truncated_power_law favored (distinguishable)
