log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind
SEPSIS,2,,2.5440275857262113,0.03690598442703208,62,0.07328605200945626,0.25333333333333335,1.2430380486862944,0.7632,2500,0,False,True,refit_all_parameters
