log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind
ACCRE,1,,1.963743720590956,0.0278129783099132,183,1.0,1.0,2.167317334748176,0.4576,2500,0,False,True,refit_all_parameters
BPIC11,2,,2.065288273901974,0.011781262726679,11826,0.243068258894621,0.7495460449806517,2.966376423088923,0.0,2500,0,False,True,refit_all_parameters
BPIC12,23,,1.5680897740814257,0.0753684049957266,512,0.3504449007529089,0.97869398501555,2.608060701397346,0.0,2500,0,False,True,refit_all_parameters
BPIC13_cp,2,,2.204726271161958,0.0220499515891195,376,0.3987274655355249,0.8353658536585366,2.3847117429382827,0.3548,2500,0,False,True,refit_all_parameters
BPIC13_i,1,,1.7512030063641757,0.0087465903643667,4179,1.0,1.0,3.2427898094786767,0.1876,2500,0,False,True,refit_all_parameters
BPIC14,2,,2.127407274594444,0.011009747845402,35088,0.2906729184097819,0.7411742301728125,2.9476787399369364,0.0,2500,0,False,True,refit_all_parameters
BPIC17,1,,1.4114831581227607,0.0190243107769075,3490,1.0,1.0,4.477642095655848,0.0,2500,0,False,True,refit_all_parameters
BPIC18,1,,1.6262761719633096,0.0160851398827358,55276,1.0,1.0,5.1327174431245535,0.0,2500,0,False,True,refit_all_parameters
BPIC19,2,,1.757182729308448,0.009733184448541,13165,0.4579608306953769,0.9826973750689852,4.63098691077022,0.0,2500,0,False,True,refit_all_parameters
BPIC20_dd,1,,1.445418974035121,0.0312736585207483,206,1.0,1.0,3.709948016510761,0.6632,2500,0,False,True,refit_all_parameters
BPIC20_id,1,,1.5737531150858453,0.029319821019489,1868,1.0,1.0,3.436639631692661,0.0,2500,0,False,True,refit_all_parameters
BPIC20_ptc,1,,1.6803094271835346,0.0176204716602003,736,1.0,1.0,2.9542425094393248,0.3936,2500,0,False,True,refit_all_parameters
BPIC20_rfp,1,,1.4819574052370588,0.0514601027644312,202,1.0,1.0,3.519434194913703,0.0772,2500,0,False,True,refit_all_parameters
BPIC20_tpd,2,,1.7668367480686578,0.0187418998233145,2373,0.3989576328177538,0.9453363914373089,3.111766433052562,0.0064,2500,0,False,True,refit_all_parameters
CALL,4,,1.5136348151467127,0.0278704367056993,640,0.2828104286345559,0.9916373759029996,3.7982016194169006,0.076,2500,0,False,True,refit_all_parameters
ITHD,1,,1.766406731542202,0.0326951775973296,535,1.0,1.0,3.374014740291912,0.028,2500,0,False,True,refit_all_parameters
MOBIS,1,,1.4380420412242043,0.0560285837648224,909,1.0,1.0,3.443888546777372,0.0,2500,0,False,True,refit_all_parameters
RTFMP,1,,1.479777915727814,0.0121925948105913,510,1.0,1.0,4.751910066471252,0.9788,2500,0,False,True,refit_all_parameters
SEPSIS,1,,1.9037881784122173,0.020001550094592,3163,1.0,1.0,2.271841606536499,0.0,2500,0,False,True,refit_all_parameters
