log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
ACCRE,results/attachments/n6/ACCRE/attachments.csv.gz,795,183,114,0.6229508196721312,1.0,,183,1.0,1.0,2.167317334748176,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.963743720590956,0.0278129783099132,0.4576,2500,0,refit_all_parameters
BPIC11,results/attachments/n6/BPIC11/attachments.csv.gz,147041,48653,36827,0.7569317411053789,2.0,,11826,0.243068258894621,0.7495460449806517,2.966376423088923,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,2.065288273901974,0.011781262726679,0.0,2500,0,refit_all_parameters
BPIC12,results/attachments/n6/BPIC12/attachments.csv.gz,226368,1461,323,0.2210814510609171,23.0,,512,0.3504449007529089,0.97869398501555,2.608060701397346,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.5680897740814257,0.0753684049957266,0.0,2500,0,refit_all_parameters
BPIC13_cp,results/attachments/n6/BPIC13_cp/attachments.csv.gz,3444,943,567,0.601272534464475,2.0,,376,0.3987274655355249,0.8353658536585366,2.3847117429382827,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,2.204726271161958,0.0220499515891195,0.3548,2500,0,refit_all_parameters
BPIC13_i,results/attachments/n6/BPIC13_i/attachments.csv.gz,44655,4179,2129,0.5094520220148361,1.0,,4179,1.0,1.0,3.2427898094786767,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternative preferred,lognormal,1.7512030063641757,0.0087465903643667,0.1876,2500,0,refit_all_parameters
BPIC14,results/attachments/n6/BPIC14/attachments.csv.gz,330821,120713,85625,0.7093270815902181,2.0,,35088,0.2906729184097819,0.7411742301728125,2.9476787399369364,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,2.127407274594444,0.011009747845402,0.0,2500,0,refit_all_parameters
BPIC17,results/attachments/n6/BPIC17/attachments.csv.gz,1107740,3490,1189,0.3406876790830945,1.0,,3490,1.0,1.0,4.477642095655848,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.4114831581227607,0.0190243107769075,0.0,2500,0,refit_all_parameters
BPIC18,results/attachments/n6/BPIC18/attachments.csv.gz,2382839,55276,25606,0.4632390187423113,1.0,,55276,1.0,1.0,5.1327174431245535,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.6262761719633096,0.0160851398827358,0.0,2500,0,refit_all_parameters
BPIC19,results/attachments/n6/BPIC19/attachments.csv.gz,900557,28747,15582,0.542039169304623,2.0,,13165,0.4579608306953769,0.9826973750689852,4.63098691077022,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,lognormal,1.757182729308448,0.009733184448541,0.0,2500,0,refit_all_parameters
BPIC20_dd,results/attachments/n6/BPIC20_dd/attachments.csv.gz,25575,206,72,0.3495145631067961,1.0,,206,1.0,1.0,3.709948016510761,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,stretched_exponential,1.445418974035121,0.0312736585207483,0.6632,2500,0,refit_all_parameters
BPIC20_id,results/attachments/n6/BPIC20_id/attachments.csv.gz,52814,1868,764,0.4089935760171306,1.0,,1868,1.0,1.0,3.436639631692661,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.5737531150858453,0.029319821019489,0.0,2500,0,refit_all_parameters
BPIC20_ptc,results/attachments/n6/BPIC20_ptc/attachments.csv.gz,11993,736,350,0.4755434782608695,1.0,,736,1.0,1.0,2.9542425094393248,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.6803094271835346,0.0176204716602003,0.3936,2500,0,refit_all_parameters
BPIC20_rfp,results/attachments/n6/BPIC20_rfp/attachments.csv.gz,16764,202,77,0.3811881188118812,1.0,,202,1.0,1.0,3.519434194913703,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,1.4819574052370588,0.0514601027644312,0.0772,2500,0,refit_all_parameters
BPIC20_tpd,results/attachments/n6/BPIC20_tpd/attachments.csv.gz,65400,5948,3575,0.6010423671822461,2.0,,2373,0.3989576328177538,0.9453363914373089,3.111766433052562,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.7668367480686578,0.0187418998233145,0.0064,2500,0,refit_all_parameters
CALL,results/attachments/n6/CALL/attachments.csv.gz,262597,2263,1183,0.5227574016791869,4.0,,640,0.2828104286345559,0.9916373759029996,3.7982016194169006,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,lognormal,1.5136348151467127,0.0278704367056993,0.076,2500,0,refit_all_parameters
