log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
BPIC11,5292,lower_bounded_power_law,exponential,5852.927086775769,5.064610853416532e-71,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC11,5292,lower_bounded_power_law,lognormal,-11.6053216257835,0.00039893009524546134,lognormal,lognormal favored (distinguishable)
BPIC11,5292,lower_bounded_power_law,stretched_exponential,-5.823486035504738,0.39728352146289037,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC11,5292,lower_bounded_power_law,truncated_power_law,-21.080512410536755,8.405875995265433e-11,truncated_power_law,truncated_power_law favored (distinguishable)
