log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
BPIC15_2,results/attachments/n3/BPIC15_2/attachments.csv.gz,44354,12264,8071,0.6581050228310502,2.0,,4193,0.3418949771689498,0.8180321955178789,2.3273589343863303,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,2.006857191434749,0.01607791916518464,0.0008,2500,0,refit_all_parameters
