log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
ACCRE,77,lower_bounded_power_law,exponential,56.9516510087456,8.908086116727912e-06,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
ACCRE,77,lower_bounded_power_law,lognormal,-0.0741301642192353,0.121281617722122,lognormal,inconclusive (lognormal numerically favored)
ACCRE,77,lower_bounded_power_law,stretched_exponential,0.3973102889684132,0.5751783404500588,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
ACCRE,77,lower_bounded_power_law,truncated_power_law,-0.3890529003327196,0.3777210799969349,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC11,5292,lower_bounded_power_law,exponential,5852.927086775769,5.064610853416532e-71,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC11,5292,lower_bounded_power_law,lognormal,-11.6053216257835,0.0003989300952454,lognormal,lognormal favored (distinguishable)
BPIC11,5292,lower_bounded_power_law,stretched_exponential,-5.823486035504738,0.3972835214628903,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC11,5292,lower_bounded_power_law,truncated_power_law,-21.080512410536755,8.405875995265433e-11,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC12,40,lower_bounded_power_law,exponential,3.66946786497856,0.1550660352471603,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC12,40,lower_bounded_power_law,lognormal,-0.1646680548366479,0.6679478367791383,lognormal,inconclusive (lognormal numerically favored)
BPIC12,40,lower_bounded_power_law,stretched_exponential,-0.2038606333913568,0.6631025631006932,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC12,40,lower_bounded_power_law,truncated_power_law,-0.4037161490336345,0.3688804830958438,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC13_cp,44,lower_bounded_power_law,exponential,10.102158544862316,0.1167049857447149,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC13_cp,44,lower_bounded_power_law,lognormal,-0.8410028512199186,0.3722880457437175,lognormal,inconclusive (lognormal numerically favored)
BPIC13_cp,44,lower_bounded_power_law,stretched_exponential,-0.993766672355186,0.3614347222438659,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC13_cp,44,lower_bounded_power_law,truncated_power_law,-1.3964531663950694,0.0946823638310287,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC13_i,213,lower_bounded_power_law,exponential,241.0008624653726,3.989970089682215e-12,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
