log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
ACCRE,results/attachments/n3/ACCRE/attachments.csv.gz,1945,156,62,0.3974358974358974,3.0,,77,0.4935897435897436,0.950642673521851,2.0791812460476247,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.8298477785311411,0.0631663763389142,0.254,2500,0,refit_all_parameters
BPIC11,results/attachments/n3/BPIC11/attachments.csv.gz,150291,12154,6862,0.5645877900279743,2.0,,5292,0.4354122099720257,0.9543419100278792,3.337459261290656,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.7305809319285417,0.0156159076627588,0.0,2500,0,refit_all_parameters
BPIC12,results/attachments/n3/BPIC12/attachments.csv.gz,262200,453,82,0.1810154525386313,2087.0,,40,0.0883002207505518,0.7460793287566743,0.8863582808220829,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,stretched_exponential,2.5528872457756147,0.0952135726403875,0.14,2500,0,refit_all_parameters
BPIC13_cp,results/attachments/n3/BPIC13_cp/attachments.csv.gz,6660,112,14,0.125,25.0,,44,0.3928571428571428,0.9363363363363364,1.6797911709803544,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,1.8511860578101345,0.1018903824125642,0.08,2500,0,refit_all_parameters
BPIC13_i,results/attachments/n3/BPIC13_i/attachments.csv.gz,65533,391,96,0.2455242966751918,5.0,,213,0.5447570332480819,0.9951780019226956,3.200248413515354,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.443272737897924,0.0689079322202504,0.0008,2500,0,refit_all_parameters
BPIC14,results/attachments/n3/BPIC14/attachments.csv.gz,466737,6877,2108,0.3065290097426203,57.0,,851,0.1237458193979933,0.903091034136998,2.412681551191233,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.7792653215678953,0.0358070498374962,0.0004,2500,0,refit_all_parameters
BPIC17,results/attachments/n3/BPIC17/attachments.csv.gz,1202267,575,103,0.1791304347826087,4.0,,405,0.7043478260869566,0.999788732452941,4.229605059841376,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.2819566954033432,0.0733097496134935,0.0,2495,5,refit_all_parameters
BPIC18,results/attachments/n3/BPIC18/attachments.csv.gz,2514266,3271,851,0.2601650871293182,1.0,,3271,1.0,1.0,5.323858245041572,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.3419846651077478,0.0282630921913863,0.0,2497,3,refit_all_parameters
BPIC19,results/attachments/n3/BPIC19/attachments.csv.gz,1595923,2787,681,0.2443487621097954,185.0,,307,0.1101542877646214,0.9718006445173106,2.8461263845497986,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.6289520535144413,0.0299723874567644,0.3536,2500,0,refit_all_parameters
BPIC20_dd,results/attachments/n3/BPIC20_dd/attachments.csv.gz,56437,87,25,0.2873563218390804,1.0,,87,1.0,1.0,4.001560652642573,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.2794933694738058,0.1171363174983385,0.0008003201280512,2499,1,refit_all_parameters
BPIC20_id,results/attachments/n3/BPIC20_id/attachments.csv.gz,72151,499,114,0.2284569138276553,22.0,,154,0.3086172344689378,0.9780460423278956,2.427471354989963,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.557095748607412,0.0630322094036276,0.0196,2500,0,refit_all_parameters
BPIC20_ptc,results/attachments/n3/BPIC20_ptc/attachments.csv.gz,18246,343,115,0.3352769679300291,1.0,,343,1.0,1.0,3.2907022432878543,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternative preferred,stretched_exponential,1.479457418631382,0.0355504640026179,0.1528,2500,0,refit_all_parameters
BPIC20_rfp,results/attachments/n3/BPIC20_rfp/attachments.csv.gz,36796,96,24,0.25,1.0,,96,1.0,1.0,3.7993405494535817,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.301036622569487,0.1251135006100771,0.0,2500,0,refit_all_parameters
BPIC20_tpd,results/attachments/n3/BPIC20_tpd/attachments.csv.gz,86581,1567,659,0.4205488194001276,1.0,,1567,1.0,1.0,3.730216840568694,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternative preferred,lognormal,1.5496413437547272,0.0151942456457419,0.232,2500,0,refit_all_parameters
CALL,results/attachments/n3/CALL/attachments.csv.gz,445567,1104,236,0.213768115942029,39.0,,332,0.3007246376811594,0.9884888243518932,2.948124443849364,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.5229459824527725,0.0489269029919114,0.006,2500,0,refit_all_parameters
ITHD,results/attachments/n3/ITHD/attachments.csv.gz,21348,165,62,0.3757575757575757,1.0,,165,1.0,1.0,3.6572471298837166,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternative preferred,stretched_exponential,1.4353418316428332,0.054962670975857,0.1028,2500,0,refit_all_parameters
