log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
BPIC20_rfp,96,lower_bounded_power_law,exponential,186.44275852039783,2.4735034897618835e-13,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC20_rfp,96,lower_bounded_power_law,lognormal,-4.401757654326928,0.038413315087303036,lognormal,lognormal favored (distinguishable)
BPIC20_rfp,96,lower_bounded_power_law,stretched_exponential,-5.179565375820803,0.02857088413294087,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC20_rfp,96,lower_bounded_power_law,truncated_power_law,-6.755345971601639,0.0002372080591566128,truncated_power_law,truncated_power_law favored (distinguishable)
