log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
BPIC11,results/attachments/n4/BPIC11/attachments.csv.gz,149152,23180,14932,0.6441760138050043,2.0,,8248,0.35582398619499567,0.8998873632267753,3.0829647937777516,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.8553147850637104,0.008390969289124195,0.0396,2500,0,refit_all_parameters
