log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
ACCRE,results/attachments/n4/ACCRE/attachments.csv.gz,1553,184,83,0.4510869565217391,3.0,,79,0.4293478260869565,0.918222794591114,1.7429868333203926,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,lognormal,1.9173833843546813,0.0674968083883549,0.0976,2500,0,refit_all_parameters
BPIC11,results/attachments/n4/BPIC11/attachments.csv.gz,149152,23180,14932,0.6441760138050043,2.0,,8248,0.3558239861949956,0.8998873632267753,3.082964793777752,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.8553147850637104,0.0083909692891241,0.0396,2500,0,refit_all_parameters
BPIC12,results/attachments/n4/BPIC12/attachments.csv.gz,249113,752,148,0.1968085106382978,17.0,,384,0.5106382978723404,0.9938863086229944,2.8581478068844723,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.4602670299466034,0.0863706679405893,0.0,2500,0,refit_all_parameters
BPIC13_cp,results/attachments/n4/BPIC13_cp/attachments.csv.gz,5174,305,62,0.2032786885245901,9.0,,100,0.3278688524590163,0.8799768071124855,1.7314992291629387,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.9788233304730556,0.0462129922377803,0.5488,2500,0,refit_all_parameters
BPIC13_i,results/attachments/n4/BPIC13_i/attachments.csv.gz,57980,1090,361,0.3311926605504587,1.0,,1090,1.0,1.0,3.5720579899263045,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.4745037705716246,0.0400819384250979,0.0,2500,0,refit_all_parameters
BPIC14,results/attachments/n4/BPIC14/attachments.csv.gz,420122,27587,12538,0.4544894334287889,1.0,,27587,1.0,1.0,3.878751520173002,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.6668180869633842,0.0185715424620175,0.0,2500,0,refit_all_parameters
BPIC17,results/attachments/n4/BPIC17/attachments.csv.gz,1170758,1194,295,0.2470686767169179,1.0,,1194,1.0,1.0,4.66935407764394,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.3081385706094166,0.052154989411113,0.0,2495,5,refit_all_parameters
BPIC18,results/attachments/n4/BPIC18/attachments.csv.gz,2470457,10679,3789,0.3548085026687892,1.0,,10679,1.0,1.0,5.221064574832487,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.4401791291681505,0.020269384640208,0.0,2500,0,refit_all_parameters
BPIC19,results/attachments/n4/BPIC19/attachments.csv.gz,1347024,8431,3048,0.3615229510141146,80.0,,661,0.0784011386549638,0.9551789723122972,3.1344161906997345,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.7096189046537715,0.0157230335990218,0.7784,2500,0,refit_all_parameters
BPIC20_dd,results/attachments/n4/BPIC20_dd/attachments.csv.gz,46071,127,36,0.2834645669291338,1.0,,127,1.0,1.0,4.001517376823505,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.3235318166492689,0.0811814950095739,0.0092,2500,0,refit_all_parameters
