log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
RTFMP,257,lower_bounded_power_law,exponential,887.1991173945717,4.579022647896359e-33,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
RTFMP,257,lower_bounded_power_law,lognormal,-0.573298401145117,0.4151362463779501,lognormal,inconclusive (lognormal numerically favored)
RTFMP,257,lower_bounded_power_law,stretched_exponential,0.36744252100213703,0.8482606587588679,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
RTFMP,257,lower_bounded_power_law,truncated_power_law,-2.3064076472889887,0.031733894256309125,truncated_power_law,truncated_power_law favored (distinguishable)
