log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
BPIC13_i,1090,lower_bounded_power_law,lognormal,-19.285459089329336,4.1515744913140006e-05,lognormal,lognormal favored (distinguishable)
BPIC13_i,1090,lower_bounded_power_law,stretched_exponential,-20.269319464357736,2.4287488681234225e-05,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC13_i,1090,lower_bounded_power_law,truncated_power_law,-20.79345861180429,1.1274525757443143e-10,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC14,27587,lower_bounded_power_law,exponential,33733.05845550192,8.33011183075453e-239,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC14,27587,lower_bounded_power_law,lognormal,-134.38247814684698,2.25577235117303e-26,lognormal,lognormal favored (distinguishable)
BPIC14,27587,lower_bounded_power_law,stretched_exponential,-138.20073142185015,1.3572706625264371e-25,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC14,27587,lower_bounded_power_law,truncated_power_law,-141.6280463981647,0.0,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC17,1194,lower_bounded_power_law,exponential,3559.7701779091103,1.117944040256125e-186,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC17,1194,lower_bounded_power_law,lognormal,-24.313399611627226,1.6842606237872753e-07,lognormal,lognormal favored (distinguishable)
BPIC17,1194,lower_bounded_power_law,stretched_exponential,-27.44150708869381,4.6326971211655523e-08,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC17,1194,lower_bounded_power_law,truncated_power_law,-41.05040233842631,0.0,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC18,10679,lower_bounded_power_law,exponential,30136.041834436208,6.204327804641095e-95,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC18,10679,lower_bounded_power_law,lognormal,-68.60611561256263,4.252386706362193e-26,lognormal,lognormal favored (distinguishable)
BPIC18,10679,lower_bounded_power_law,stretched_exponential,-73.0782259374847,7.077236446652737e-15,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC18,10679,lower_bounded_power_law,truncated_power_law,-82.6509853243714,0.0,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC19,661,lower_bounded_power_law,exponential,928.1200127774156,2.072991176823897e-24,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC19,661,lower_bounded_power_law,lognormal,-0.1169614029437582,0.745629352531901,lognormal,inconclusive (lognormal numerically favored)
BPIC19,661,lower_bounded_power_law,stretched_exponential,3.366634830838782,0.2009223157624677,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC19,661,lower_bounded_power_law,truncated_power_law,-1.6192440496200708,0.0719269848191198,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_dd,127,lower_bounded_power_law,exponential,277.58746987208025,1.3410050154513032e-17,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC20_dd,127,lower_bounded_power_law,lognormal,-3.737172216334181,0.0346512311642411,lognormal,lognormal favored (distinguishable)
BPIC20_dd,127,lower_bounded_power_law,stretched_exponential,-4.364523237849218,0.0287319164883256,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC20_dd,127,lower_bounded_power_law,truncated_power_law,-6.116104015797461,0.0004697157827776,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_id,211,lower_bounded_power_law,exponential,136.347576278812,4.414755124915506e-10,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC20_id,211,lower_bounded_power_law,lognormal,-2.5072295801827997,0.1106328575346986,lognormal,inconclusive (lognormal numerically favored)
BPIC20_id,211,lower_bounded_power_law,stretched_exponential,-2.890519545368532,0.0981422625921661,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC20_id,211,lower_bounded_power_law,truncated_power_law,-5.016821506274338,0.0015370673949121,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_ptc,504,lower_bounded_power_law,exponential,757.9787321244482,1.1629769085906982e-25,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC20_ptc,504,lower_bounded_power_law,lognormal,-2.199405854332702,0.0945375516992777,lognormal,lognormal favored (distinguishable)
BPIC20_ptc,504,lower_bounded_power_law,stretched_exponential,-2.43598245950618,0.163533239089529,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC20_ptc,504,lower_bounded_power_law,truncated_power_law,-5.136317139656256,0.0013501788581099,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_rfp,66,lower_bounded_power_law,exponential,71.06291957727407,1.9532738411014737e-07,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC20_rfp,66,lower_bounded_power_law,lognormal,-1.068140686320303,0.2842194986276882,lognormal,inconclusive (lognormal numerically favored)
BPIC20_rfp,66,lower_bounded_power_law,stretched_exponential,-1.2664477032382653,0.2662162735808081,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC20_rfp,66,lower_bounded_power_law,truncated_power_law,-2.5396008361253184,0.0242145168992596,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC20_tpd,1459,lower_bounded_power_law,exponential,2066.4886053653995,2.3386654431839607e-40,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC20_tpd,1459,lower_bounded_power_law,lognormal,-4.924723858277982,0.0296845523764819,lognormal,lognormal favored (distinguishable)
BPIC20_tpd,1459,lower_bounded_power_law,stretched_exponential,-3.385498998123188,0.4125526689183584,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC20_tpd,1459,lower_bounded_power_law,truncated_power_law,-9.063474047342034,2.0665599225311304e-05,truncated_power_law,truncated_power_law favored (distinguishable)
CALL,2210,lower_bounded_power_law,exponential,5839.903249525217,5.773582732778009e-65,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
CALL,2210,lower_bounded_power_law,lognormal,-6.096328691389017,0.0499140101276811,lognormal,lognormal favored (distinguishable)
CALL,2210,lower_bounded_power_law,stretched_exponential,-4.46296612130997,0.3526123689013126,stretched_exponential,inconclusive (stretched_exponential numerically favored)
CALL,2210,lower_bounded_power_law,truncated_power_law,-11.338896648996233,1.915690647669166e-06,truncated_power_law,truncated_power_law favored (distinguishable)
ITHD,304,lower_bounded_power_law,exponential,592.170763933825,6.855027534082272e-14,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
ITHD,304,lower_bounded_power_law,lognormal,-1.5998072223829274,0.0226129967346307,lognormal,lognormal favored (distinguishable)
ITHD,304,lower_bounded_power_law,stretched_exponential,-1.5271651721792503,0.2391492596796142,stretched_exponential,inconclusive (stretched_exponential numerically favored)
ITHD,304,lower_bounded_power_law,truncated_power_law,-2.084905799473022,0.0411503752379105,truncated_power_law,truncated_power_law favored (distinguishable)
MOBIS,494,lower_bounded_power_law,exponential,938.4090964809196,7.202377036363945e-54,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
MOBIS,494,lower_bounded_power_law,lognormal,-7.755928489875004,0.0002334043518596,lognormal,lognormal favored (distinguishable)
MOBIS,494,lower_bounded_power_law,stretched_exponential,-9.548571086070934,0.0003964304928578,stretched_exponential,stretched_exponential favored (distinguishable)
MOBIS,494,lower_bounded_power_law,truncated_power_law,-17.81737798054027,2.380030506010655e-09,truncated_power_law,truncated_power_law favored (distinguishable)
RTFMP,257,lower_bounded_power_law,exponential,887.1991173945717,4.579022647896359e-33,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
RTFMP,257,lower_bounded_power_law,lognormal,-0.573298401145117,0.4151362463779501,lognormal,inconclusive (lognormal numerically favored)
RTFMP,257,lower_bounded_power_law,stretched_exponential,0.367442521002137,0.8482606587588679,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
RTFMP,257,lower_bounded_power_law,truncated_power_law,-2.3064076472889887,0.0317338942563091,truncated_power_law,truncated_power_law favored (distinguishable)
SEPSIS,50,lower_bounded_power_law,exponential,7.096921656348694,0.21868379686667,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
SEPSIS,50,lower_bounded_power_law,lognormal,-0.0016747105800294,0.9731875153221364,lognormal,inconclusive (lognormal numerically favored)
SEPSIS,50,lower_bounded_power_law,stretched_exponential,0.1080196853762163,0.8277195359991819,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
SEPSIS,50,lower_bounded_power_law,truncated_power_law,-0.0103875084884901,0.8853935419816807,truncated_power_law,inconclusive (truncated_power_law numerically favored)
