log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
BPIC13_i,results/attachments/n4/BPIC13_i/attachments.csv.gz,57980,1090,361,0.3311926605504587,1.0,,1090,1.0,1.0,3.5720579899263045,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.4745037705716246,0.040081938425097996,0.0,2500,0,refit_all_parameters
