log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
ACCRE,results/attachments/n10/ACCRE/attachments.csv.gz,443,105,71,0.6761904761904762,2.0,,34,0.3238095238095238,0.8397291196388262,1.866287339084195,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.911530336729779,0.0349366355491959,0.6612,2500,0,refit_all_parameters
BPIC11,results/attachments/n10/BPIC11/attachments.csv.gz,143328,86912,75725,0.8712835972017673,2.0,,11187,0.1287164027982326,0.4716663875865148,2.5446880223026773,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,2.311027849420366,0.0190843714012127,0.0,2500,0,refit_all_parameters
BPIC12,results/attachments/n10/BPIC12/attachments.csv.gz,191778,3959,1181,0.2983076534478404,5.0,,1826,0.4612275827229098,0.9807016446099136,3.071513805095089,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.582341162439712,0.0489905524649685,0.0,2500,0,refit_all_parameters
BPIC13_cp,results/attachments/n10/BPIC13_cp/attachments.csv.gz,2033,817,707,0.8653610771113831,3.0,,52,0.0636474908200734,0.5951795376291196,2.2086204838826013,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,lognormal,1.9351532967010996,0.091003505667115,0.064,2500,0,refit_all_parameters
BPIC13_i,results/attachments/n10/BPIC13_i/attachments.csv.gz,28343,12345,9513,0.770595382746051,3.0,,1468,0.1189145402997164,0.5681120558868151,2.765668554759014,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,2.2185669156088568,0.0125509272232645,0.3676,2500,0,refit_all_parameters
BPIC14,results/attachments/n10/BPIC14/attachments.csv.gz,216698,187254,180782,0.9654373204310722,5.0,,688,0.0036741538231493,0.104920211538639,2.549738731264899,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,lognormal,1.9476429567743008,0.0563504642339819,0.0,2500,0,refit_all_parameters
BPIC17,results/attachments/n10/BPIC17/attachments.csv.gz,981704,13193,5833,0.4421284014249981,2.0,,7360,0.5578715985750019,0.9940582904826708,4.068185861746161,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.5266366007461565,0.0236859770827884,0.0,2500,0,refit_all_parameters
BPIC18,results/attachments/n10/BPIC18/attachments.csv.gz,2207603,303726,212700,0.7003022461033959,4.0,,38620,0.1271540796639076,0.8492514279061951,4.344662395505526,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.9671309674603497,0.0031149036085904,0.2456,2500,0,refit_all_parameters
BPIC19,results/attachments/n10/BPIC19/attachments.csv.gz,517703,49155,37830,0.7696063472688435,16.0,,1247,0.0253687315634218,0.8524018597535653,3.515128415792021,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.7587676443730038,0.0166962648690406,0.2764,2500,0,refit_all_parameters
BPIC20_dd,results/attachments/n10/BPIC20_dd/attachments.csv.gz,11479,236,128,0.5423728813559322,2.0,,108,0.4576271186440678,0.988849202892238,3.3634239329171765,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.55593735068102,0.0611458111848974,0.1392,2500,0,refit_all_parameters
