log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
BPIC15_3,results/attachments/variants/BPIC15_3/attachments.csv.gz,1409,1349,1333,0.9881393624907339,1.0,,1349,1.0,1.0,1.1760912590556813,False,full range power law invalid (alpha_at_parameter_boundary); fit findings suppressed,,,,,,,skipped_invalid_fit
