log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
BPIC18,results/attachments/variants/BPIC18/attachments.csv.gz,43809,28489,26634,0.9348871494260943,1.0,,28489,1.0,1.0,3.0726174765452368,False,full range power law invalid (alpha_at_parameter_boundary); fit findings suppressed,,,,,,,skipped_invalid_fit
