log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
ACCRE,163,lower_bounded_power_law,exponential,116.4113420565459,0.0007342734734875,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
ACCRE,163,lower_bounded_power_law,lognormal,-1.267443398828808,0.1030772471547482,lognormal,inconclusive (lognormal numerically favored)
ACCRE,163,lower_bounded_power_law,stretched_exponential,-0.2690870524277475,0.5828126575939843,stretched_exponential,inconclusive (stretched_exponential numerically favored)
ACCRE,163,lower_bounded_power_law,truncated_power_law,-0.0364443630575921,0.787176315909242,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC11,12321,lower_bounded_power_law,exponential,7902.506106723252,3.8385644117852276e-54,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC11,12321,lower_bounded_power_law,lognormal,-5.91557044096789,4.825658172776687e-06,lognormal,lognormal favored (distinguishable)
BPIC11,12321,lower_bounded_power_law,stretched_exponential,42.838779013306734,6.346295667231903e-06,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC11,12321,lower_bounded_power_law,truncated_power_law,-2.438950444527924,0.0272026813600411,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC12,591,lower_bounded_power_law,exponential,312.6111421220751,5.59543311419343e-13,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC12,591,lower_bounded_power_law,lognormal,-17.390277597709275,0.0001737409153404,lognormal,lognormal favored (distinguishable)
BPIC12,591,lower_bounded_power_law,stretched_exponential,-19.660024188890485,8.296495205902421e-05,stretched_exponential,stretched_exponential favored (distinguishable)
BPIC12,591,lower_bounded_power_law,truncated_power_law,-23.98084713168276,4.346301096802563e-12,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC13_cp,289,lower_bounded_power_law,exponential,246.5783955689012,0.001164765917581,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC13_cp,289,lower_bounded_power_law,lognormal,-5.974528179312774,0.3234023945452294,lognormal,inconclusive (lognormal numerically favored)
BPIC13_cp,289,lower_bounded_power_law,stretched_exponential,3.7006210048329424,0.0480635815091348,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC13_cp,289,lower_bounded_power_law,truncated_power_law,-5.829929539125089e-09,0.9999138437651508,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC13_i,6365,lower_bounded_power_law,exponential,5887.272243419794,1.4438513269914616e-37,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC13_i,6365,lower_bounded_power_law,lognormal,-6.532001434682174,0.0087419429206951,lognormal,lognormal favored (distinguishable)
