log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
BPIC20_tpd,results/attachments/n7/BPIC20_tpd/attachments.csv.gz,58350,7318,4699,0.6421153320579394,2.0,,2619,0.3578846679420607,0.9194687232219366,2.884512159190394,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.8183889872448402,0.019859787909610294,0.0012,2500,0,refit_all_parameters
