log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind
ACCRE,1,,2.0533105335622728,0.0489217455221303,163,1.0,1.0,2.167317334748176,0.042,2500,0,False,True,refit_all_parameters
BPIC11,2,,2.1394224522033056,0.0120897900913636,12321,0.2045828144458281,0.6720162129594128,2.787814567063023,0.0,2500,0,False,True,refit_all_parameters
BPIC12,23,,1.6027330660663333,0.065871609958549,591,0.3054263565891473,0.9691707812283696,2.5841836808016807,0.0,2500,0,False,True,refit_all_parameters
BPIC13_cp,2,,2.374504540441313,0.0306982156633227,289,0.2705992509363296,0.7299826689774697,2.3847117429382827,0.1308,2500,0,False,True,refit_all_parameters
BPIC13_i,1,,1.9042531670431224,0.0080121477316074,6365,1.0,1.0,3.2427898094786767,0.0616,2500,0,False,True,refit_all_parameters
BPIC14,2,,2.404758060171173,0.0081896748400203,33114,0.1996876300285233,0.5458542928515211,2.9476787399369364,0.0,2500,0,False,True,refit_all_parameters
BPIC17,1,,1.4511463914289255,0.0176160269994204,5193,1.0,1.0,4.448721774949721,0.0,2500,0,False,True,refit_all_parameters
BPIC18,34,,1.9281418224109097,0.0107547222500948,5222,0.0518837930212224,0.8569462554990744,3.5299848716498112,0.0512,2500,0,False,True,refit_all_parameters
BPIC19,2,,1.8574234164599797,0.0045273755714415,14928,0.383270430563044,0.9653537605903172,4.5778879989438455,0.302,2500,0,False,True,refit_all_parameters
BPIC20_dd,1,,1.5051035888361093,0.0318515142798866,234,1.0,1.0,3.6644539285811577,0.492,2500,0,False,True,refit_all_parameters
BPIC20_id,1,,1.6343620855963876,0.0236874235889211,2317,1.0,1.0,3.278982116865443,0.0,2500,0,False,True,refit_all_parameters
BPIC20_ptc,1,,1.7438178056814937,0.01535626682425,786,1.0,1.0,2.7795964912578244,0.4752,2500,0,False,True,refit_all_parameters
BPIC20_rfp,1,,1.5295064209972131,0.049676114436495,212,1.0,1.0,3.4787107555127594,0.0692,2500,0,False,True,refit_all_parameters
BPIC20_tpd,2,,1.81838898724484,0.0198597879096102,2619,0.3578846679420607,0.9194687232219366,2.884512159190394,0.0012,2500,0,False,True,refit_all_parameters
CALL,3,,1.4976005950811455,0.0288017617026907,693,0.3622582331416623,0.9943837215979786,3.923140356025201,0.068,2500,0,False,True,refit_all_parameters
ITHD,1,,1.891610402160244,0.0377716252567162,528,1.0,1.0,3.374014740291912,0.0032,2500,0,False,True,refit_all_parameters
MOBIS,1,,1.467384162144975,0.0483858320520659,1161,1.0,1.0,3.4434194617828173,0.0,2500,0,False,True,refit_all_parameters
RTFMP,1,,1.525239136110201,0.012074147972212,510,1.0,1.0,4.751910066471252,0.9728,2500,0,False,True,refit_all_parameters
SEPSIS,1,,2.1357278890444653,0.0117631846497072,4304,1.0,1.0,2.0791812460476247,0.0048,2500,0,False,True,refit_all_parameters
