log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
RTFMP,results/attachments/n5/RTFMP/attachments.csv.gz,327486,454,143,0.31497797356828194,2.0,,311,0.6850220264317181,0.9995633401122491,4.5569112925155055,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,lognormal,1.447499432946799,0.02130183466879887,0.7976,2500,0,refit_all_parameters
