log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
ACCRE,results/attachments/n5/ACCRE/attachments.csv.gz,1161,195,105,0.5384615384615384,1.0,,195,1.0,1.0,2.167317334748176,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,stretched_exponential,1.8308228245228413,0.0252751781219852,0.6008,2500,0,refit_all_parameters
BPIC11,results/attachments/n5/BPIC11/attachments.csv.gz,148072,35958,25416,0.7068246287335225,2.0,,10542,0.2931753712664776,0.8283537738397536,3.082426300860772,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.9713462626471956,0.0080085401379965,0.018,2500,0,refit_all_parameters
BPIC12,results/attachments/n5/BPIC12/attachments.csv.gz,236026,1088,220,0.2022058823529411,1731.0,,39,0.0358455882352941,0.6082719700371992,0.8282152099812017,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternatives inconclusive,stretched_exponential,2.703368058666369,0.0765940530871372,0.2528,2500,0,refit_all_parameters
BPIC13_cp,results/attachments/n5/BPIC13_cp/attachments.csv.gz,4181,645,275,0.4263565891472868,2.0,,370,0.5736434108527132,0.93422626165989,2.3847117429382827,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,lognormal,1.9228356860083855,0.0496941057405296,0.004,2500,0,refit_all_parameters
BPIC13_i,results/attachments/n5/BPIC13_i/attachments.csv.gz,50437,2368,1010,0.4265202702702703,1.0,,2368,1.0,1.0,3.438858659420562,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.6107760548425056,0.0179175515982104,0.0092,2500,0,refit_all_parameters
BPIC14,results/attachments/n5/BPIC14/attachments.csv.gz,373542,68586,40660,0.5928323564575861,1.0,,68586,1.0,1.0,3.2487087356009177,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.9353828646567768,0.0080223941894187,0.0,2500,0,refit_all_parameters
BPIC17,results/attachments/n5/BPIC17/attachments.csv.gz,1139249,2166,644,0.2973222530009233,1.0,,2166,1.0,1.0,4.490127104735399,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.3644023462260368,0.0282055816593734,0.0,2499,1,refit_all_parameters
BPIC18,results/attachments/n5/BPIC18/attachments.csv.gz,2426648,26526,10910,0.4112945789037171,1.0,,26526,1.0,1.0,5.203867475596343,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.5299492666767176,0.0177672371131683,0.0,2500,0,refit_all_parameters
BPIC19,results/attachments/n5/BPIC19/attachments.csv.gz,1118195,17591,8009,0.4552896367460633,1.0,,17591,1.0,1.0,4.984761274282867,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,lognormal,1.6389026628239138,0.0126290568373882,0.0,2500,0,refit_all_parameters
BPIC20_dd,results/attachments/n5/BPIC20_dd/attachments.csv.gz,35710,168,53,0.3154761904761904,1.0,,168,1.0,1.0,3.709948016510761,True,(1) >= 30 fitted types; (2) lower bounded power law plausible (p>=0.1); (3) alternative preferred,stretched_exponential,1.3777151507022063,0.047172810330437,0.28,2500,0,refit_all_parameters
