log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
BPIC20_id,results/attachments/n5/BPIC20_id/attachments.csv.gz,59253,1378,495,0.35921625544267055,1.0,,1378,1.0,1.0,3.4625477288026643,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternative preferred,stretched_exponential,1.50860244628769,0.035498049512682206,0.0,2500,0,refit_all_parameters
