log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
ACCRE,195,lower_bounded_power_law,exponential,137.8892103483662,1.6660400540272692e-05,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
ACCRE,195,lower_bounded_power_law,lognormal,-0.577391893119811,0.3757652596685517,lognormal,inconclusive (lognormal numerically favored)
ACCRE,195,lower_bounded_power_law,stretched_exponential,-0.6123188060782341,0.4389192520101634,stretched_exponential,inconclusive (stretched_exponential numerically favored)
ACCRE,195,lower_bounded_power_law,truncated_power_law,-0.8574440397290299,0.1903523934335858,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC11,10542,lower_bounded_power_law,exponential,8326.023565730551,1.916441822035492e-67,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC11,10542,lower_bounded_power_law,lognormal,-4.817745504658715,0.0004314883837798,lognormal,lognormal favored (distinguishable)
BPIC11,10542,lower_bounded_power_law,stretched_exponential,25.443733953807453,0.0035637001874553,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC11,10542,lower_bounded_power_law,truncated_power_law,-8.86176659763927,2.5544678869060533e-05,truncated_power_law,truncated_power_law favored (distinguishable)
BPIC12,39,lower_bounded_power_law,exponential,2.5478336795490764,0.2847552147717118,lower_bounded_power_law,inconclusive (lower_bounded_power_law numerically favored)
BPIC12,39,lower_bounded_power_law,lognormal,-0.196778147485543,0.648207395812038,lognormal,inconclusive (lognormal numerically favored)
BPIC12,39,lower_bounded_power_law,stretched_exponential,-0.2406707135156356,0.6354610226321821,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC12,39,lower_bounded_power_law,truncated_power_law,-0.4068117011309828,0.3670511545361875,truncated_power_law,inconclusive (truncated_power_law numerically favored)
BPIC13_cp,370,lower_bounded_power_law,exponential,212.63803548559693,8.267041642194058e-05,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
