log_name,xmin,xmax,alpha,KS_D,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,gof_p,n_success,n_failed,alpha_at_boundary,fit_valid,gof_kind
ACCRE,1,,2.0815859206538176,0.0434740999005439,140,1.0,1.0,2.167317334748176,0.1248,2500,0,False,True,refit_all_parameters
BPIC11,3,,2.1654384660897907,0.015506777142888,6600,0.0936489017537885,0.5207285306724369,2.6113692154627337,0.0,2500,0,False,True,refit_all_parameters
BPIC12,22,,1.6319472646478657,0.0588696827887558,678,0.269047619047619,0.958087823348724,2.5239828175558485,0.0,2500,0,False,True,refit_all_parameters
BPIC13_cp,2,,2.4468962958299887,0.0546240873671004,200,0.1908396946564885,0.6530278232405892,2.3847117429382827,0.016,2500,0,False,True,refit_all_parameters
BPIC13_i,2,,2.0045305309620867,0.0085672453804456,3033,0.3507574881461778,0.8407963020729944,2.9417598138146954,0.4328,2500,0,False,True,refit_all_parameters
BPIC14,2,,2.812090934291474,0.0030855513231852,23707,0.1238545530536544,0.3575582286239657,2.9476787399369364,0.3808,2500,0,False,True,refit_all_parameters
BPIC17,1,,1.487923093968154,0.0217296008890909,7338,1.0,1.0,4.426787690457996,0.0,2500,0,False,True,refit_all_parameters
BPIC18,12,,1.9263202950795504,0.0080472036168903,13070,0.0805849965164098,0.8658608473868094,3.966110431107832,0.008,2500,0,False,True,refit_all_parameters
BPIC19,2,,1.9392535728243288,0.0130404459929537,14649,0.3194913960437068,0.9462395048837936,4.524714098787476,0.0,2500,0,False,True,refit_all_parameters
BPIC20_dd,1,,1.561893602278711,0.0327553914678149,250,1.0,1.0,3.6644539285811577,0.3872,2500,0,False,True,refit_all_parameters
BPIC20_id,1,,1.6970068071098598,0.0172108289531329,2685,1.0,1.0,3.197831693328903,0.0084,2500,0,False,True,refit_all_parameters
BPIC20_ptc,1,,1.8070158998369723,0.017220550958664,787,1.0,1.0,2.7634279935629373,0.2968,2500,0,False,True,refit_all_parameters
BPIC20_rfp,1,,1.5615693846933434,0.0501697296490155,210,1.0,1.0,3.4787107555127594,0.0624,2500,0,False,True,refit_all_parameters
BPIC20_tpd,2,,1.866645940215832,0.018872642328954,2720,0.3227337446606549,0.8891758081739637,2.852479993636857,0.0024,2500,0,False,True,refit_all_parameters
CALL,3,,1.486866027752688,0.0288134738129193,674,0.3825198637911464,0.994953442924474,3.923140356025201,0.0708,2500,0,False,True,refit_all_parameters
ITHD,2,,1.8139727845996667,0.045206257887178,161,0.3577777777777777,0.9440897659121686,3.0729847446279304,0.1464,2500,0,False,True,refit_all_parameters
MOBIS,1,,1.498821295621597,0.0467253351344407,1431,1.0,1.0,3.281260687055013,0.0,2500,0,False,True,refit_all_parameters
RTFMP,1,,1.5671173810705346,0.0134399501199026,467,1.0,1.0,4.751910066471252,0.9368,2500,0,False,True,refit_all_parameters
SEPSIS,2,,2.430953712652134,0.0099311915291854,1444,0.2738479044187369,0.6220884326885117,1.5854607295085006,0.496,2500,0,False,True,refit_all_parameters
