log_name,n_fitted_types,model_1,model_2,R,p,preferred_model,interpretation
BPIC20_rfp,210,lower_bounded_power_law,exponential,378.920663664984,5.369705464466854e-07,lower_bounded_power_law,lower_bounded_power_law favored (distinguishable)
BPIC20_rfp,210,lower_bounded_power_law,lognormal,-1.282053022498602,0.06543740119536932,lognormal,lognormal favored (distinguishable)
BPIC20_rfp,210,lower_bounded_power_law,stretched_exponential,-1.3215831853027922,0.23756416071982867,stretched_exponential,inconclusive (stretched_exponential numerically favored)
BPIC20_rfp,210,lower_bounded_power_law,truncated_power_law,-1.2209558510789398,0.11813217891282624,truncated_power_law,inconclusive (truncated_power_law numerically favored)
